original_index,TSNE_1,TSNE_2,label
2691,27.219447133623568,21.57304046843415,8
124,59.19191210847425,-19.14383201239087,0
160,-42.02005925952668,49.7820303129155,4
4124,1.7952845485306201,-27.839403828017648,3
2731,-50.5540233857359,-19.328076855951565,7
1103,-27.86627705735685,-60.063917407400126,6
752,21.40876435342262,-23.60725531937349,3
3504,12.661503846944722,74.53471366924369,5
140,20.672837049955895,-57.10920909546974,2
884,12.520863451937739,-62.17848991628987,2
3844,-9.19802296978725,31.97477850369246,1
1391,10.806807209759763,-52.0837501794863,2
2113,3.111946068353071,-28.491742500843326,3
1313,32.096908702608964,68.43614215463928,5
4433,-61.02368921394102,-1.1205583355260518,7
5199,21.40899699985201,-14.117097900524628,3
1662,6.851964315236467,60.03651220885712,5
1563,15.569604070160874,-67.2488425122562,2
3425,58.20508322772702,-13.128886915885403,0
4729,4.679711125926071,-77.67215902544794,1
4662,24.91530949127082,-17.987760171441522,3
860,47.898211433670866,-12.992898718720898,0
736,44.22333971385349,-56.740301761100575,2
2014,34.54726003890175,-67.28500351570266,2
3384,66.83855916773697,-5.367913598140057,0
4451,-68.27490248102734,7.671931919226573,7
3996,-54.1609612340284,-14.875364203823597,7
841,74.72623630388095,2.184537604466747,0
354,-18.42701389220741,0.0938079590178349,9
1885,-61.58764831493527,-0.19806727091893087,7
3213,64.8372738524603,-14.910018405285683,0
4435,34.726286065844654,1.401977971297981,8
2077,-19.75701185064906,26.0109996163601,3
1652,-58.19762519525834,35.68184713574534,4
3637,14.315260479759768,-13.280582939707823,3
4267,-40.790986109337894,-53.01128657084577,6
905,-15.360624715110847,-1.6438319892506577,9
1017,-14.037508530128218,-9.027362299756767,9
5378,70.79830743649147,-15.15186006786779,0
3266,-62.08147383551782,-14.534436178655074,7
1705,-8.274893938601133,-11.338165489856092,9
5244,-33.85826072262496,-59.76763417412298,6
2780,-54.228186008330766,35.25191435260039,4
5290,-47.73374191209827,-16.732054907589905,7
3002,-22.20856464551148,-37.408135974990486,6
2602,-54.782203779388254,38.44766607682604,4
2698,22.05357629841813,62.26448445221622,5
4254,5.741841414994746,-7.281060999791275,3
2967,-25.079726675091276,1.502108834021658,9
1306,-21.69187889708102,-0.8384040492935626,9
795,-25.58131486729289,57.90136025380126,4
323,-35.51652992455935,49.27574889095234,4
1707,15.072359584705731,-20.123362230678694,3
1718,68.59664167737533,-4.018148470259328,0
1616,38.16828290602883,14.596444403872479,8
4634,24.976025098346092,62.81678902563948,5
879,19.542159258791752,59.20839634379033,5
3661,6.945940678520491,62.075628387768894,5
3397,-34.27326365143828,34.48443848924951,4
3160,63.303212026311485,1.1391627343441926,0
3108,-1.0378047937168566,65.30087557044516,5
360,-46.40489864536577,-15.456531977438512,7
1815,9.189355314377876,12.281311417932201,8
5422,25.62395593841944,41.37532154135824,1
3990,-9.590144296730331,-4.406818906280777,9
1369,20.274827174505624,66.62143303326928,5
4596,31.686954612464213,3.2187708442484593,8
3164,-26.870856576901275,-1.4917548284269153,9
1032,11.053702318458267,-29.604694198171718,3
713,6.207943401554592,38.510044149257546,1
615,-13.428321482515386,37.171106705415376,4
4614,32.96225944916894,67.58934884745936,5
2046,13.979959806140332,-66.5310057196278,2
3019,44.86670433170237,19.741085963656147,8
906,-43.77212290188451,50.82384415987943,4
2047,15.719925840263604,71.49320509315162,5
1234,-24.490193568631664,-8.591407378132091,9
2187,-9.525607681681366,32.377672449144335,1
5161,43.04555261860274,-55.17943505256147,2
4842,-49.40760620776022,0.6161839361518181,7
