original_index,TSNE_1,TSNE_2,label
2691,-7.188181622238532,6.735057210194983,8
124,44.81002796718,-1.7564175827038593,0
160,-8.943670888174218,-28.645328029340615,4
4124,5.125695481129202,21.049193003261028,3
2731,-30.20389283536949,-17.54126630356387,7
1103,20.305381812463786,-29.592953611517743,6
752,-0.12574713503835516,21.00168976125984,3
3504,15.854139136637755,0.6599909220301131,5
140,-22.192086351120512,22.618812464271134,2
884,-26.247057469051473,21.469126644732064,2
3844,-8.28021278921521,-11.100693379514453,1
1391,-18.976143867005895,17.841733390018366,2
2113,4.551665169212791,19.995985604565035,3
1313,8.144422700645435,-6.856211960382947,5
4433,-30.336939071490697,-8.478756425000194,7
5199,-1.120316223829306,25.265652517913168,3
1662,12.954000979190225,3.714914697082263,5
1563,-23.62703139744428,22.410745395471878,2
3425,42.90988965789281,-1.9692674947774769,0
4729,-26.960926693253636,30.383678974662658,1
4662,-1.5273030047310698,22.623950580645968,3
860,44.619833551079424,-5.50515781953695,0
736,-14.346547910696934,28.01663203547972,2
2014,-18.725003722218535,29.1400395881627,2
3384,42.87800080289371,-0.009276365560552825,0
4451,-32.42617731334118,-4.892050860720596,7
3996,-30.616298601341924,-13.81396548785794,7
841,37.8315518992907,3.030304400964909,0
354,12.612929976218629,17.199560328718352,9
1885,-30.203287427896782,-7.7326350144684675,7
3213,43.191146957825914,-5.430188153817675,0
4435,-4.2635167867813575,2.273183732849124,8
2077,-3.3906941761643705,-12.123680450372227,3
1652,-18.208114552968958,-23.01907677090913,4
3637,3.2479730728710843,27.014772557289277,3
4267,18.77615118933578,-26.41922060551187,6
905,14.118833173366268,15.528247594675104,9
1017,16.65556714609715,19.201188632250798,9
5378,39.27749599831306,-5.0709150119875,0
3266,-33.47334148129582,-11.639900348438529,7
1705,19.892573083646088,16.768651950609943,9
5244,21.637322229774288,-28.419306449358274,6
2780,-15.756039085347668,-24.841805168479183,4
5290,-28.975843818228316,-17.57590063475192,7
3002,13.608530089753355,-26.261700626555204,6
2602,-18.179702915822478,-25.279834588426898,4
2698,8.579004683277997,-2.037883398187067,5
4254,8.333825955566535,21.53625493404144,3
2967,12.418502542559372,19.65821872394934,9
1306,13.738860526580602,19.066621945105446,9
795,-3.372910547970543,-27.91492349510478,4
323,-6.921172270898381,-27.77973952049501,4
1707,9.991174529626768,26.351205288714333,3
1718,39.11159446313413,-0.8930296403056419,0
1616,-9.804511161277233,8.695024301104821,8
4634,7.589192080715344,-2.4016723453529467,5
879,8.0410487715897,-0.12895184770963383,5
3661,13.685276198565745,2.7035948793640396,5
3397,-14.078423976973196,-26.20453232160329,4
3160,42.0719542812504,0.5944625494817248,0
3108,17.16291689026653,1.977573564810569,5
360,-28.03917442600335,-17.6672293797206,7
1815,0.07913121740169939,5.943641052717304,8
5422,-13.988517070820794,-3.5314163369018337,1
3990,16.932639962244632,15.671245355206146,9
1369,10.585896846951444,-1.4700356523307356,5
4596,-5.678876653665392,10.407756515867666,8
3164,12.504887406723409,22.462758221926336,9
1032,0.7933525585185043,24.51162787249709,3
713,-14.957284786197269,-6.497493003779216,1
615,-6.43142410683106,-20.898135257114113,4
4614,7.657606340998766,-6.246710332260241,5
2046,-23.645373749831577,23.02123507112815,2
3019,-10.178974263460708,11.933951993535887,8
906,-9.80369780219068,-28.822534763113907,4
2047,10.054514282348645,0.7567617215146724,5
1234,15.506793595855799,20.700259130381795,9
2187,-8.068882702265375,-11.415751171818494,1
5161,-13.80762544703762,27.29423044298024,2
4842,-25.92597837365617,-10.624834269778603,7
2801,-12.185869466653594,-27.8523128870153,4
1071,11.673379732462823,19.723284216948773,9
552,-7.171726155430147,-10.68606818348337,1
1698,5.4731291740499595,19.082557038530194,3
5059,47.075864870619554,0.34956637262813706,0
809,-7.706756355301526,9.615499603015861,8
