original_index,TSNE_1,TSNE_2,label
2691,-1.3984766719109252,2.7691913751661352,8
124,52.777908727724366,-26.995887282160023,0
160,-32.59000017760401,-38.9943508886198,4
4124,14.751656152476816,48.38669973185523,3
2731,-43.96294646134144,-5.326282688558357,7
1103,17.191587767294937,-53.105478248361244,6
752,18.076462776587093,37.21440435880118,3
3504,-24.293100569872443,27.36686779171242,5
140,36.442246768349875,12.336826391631687,2
884,33.89985996833817,5.509480101086141,2
3844,-18.668642018668358,-15.997403874059891,1
1391,26.652433249788423,13.629035174612678,2
2113,15.001794810956188,49.898708493047735,3
1313,-40.80818360520157,31.51782427620681,5
4433,-53.83854272550227,-0.3967980593579731,7
5199,24.54414372186863,42.84822245215022,3
1662,-24.08408423301391,33.91361947776954,5
1563,35.26661964863365,9.46942782967582,2
3425,55.28734239570748,-28.416692314633636,0
4729,42.06773647725505,-0.5552704694864936,1
4662,22.622844200660158,39.66101519979973,3
860,50.494484551052444,-32.739284551474476,0
736,46.48069326163953,21.636877869527748,2
2014,46.88368244032207,14.596935644601292,2
3384,54.50143672391272,-23.02913672801201,0
4451,-54.30198992403476,9.078373647357958,7
3996,-47.99982571125593,-2.9919027956166735,7
841,54.11839904495302,-17.302364122806036,0
354,-3.021924199188278,39.79207532002399,9
1885,-52.66638158343053,5.9867740810484875,7
3213,55.94809753073518,-32.55762854148915,0
4435,5.8058248165856865,14.352153037753506,8
2077,-22.629473836348264,-10.727949752646051,3
1652,-43.52912184538254,-33.43698802130889,4
3637,22.511184750754662,47.51863964230446,3
4267,12.196827706075775,-52.58335454112032,6
905,-4.449972290467836,37.254055710885524,9
1017,-0.6780021615798776,37.34664719262734,9
5378,58.05340825864004,-34.46855178995525,0
3266,-50.58991287294069,2.3759950505691134,7
1705,0.17444905784056855,33.092049530997045,9
5244,15.94321478827107,-55.57272902479367,6
2780,-39.45318012748652,-32.93446029429538,4
5290,-44.85147768783254,-7.24878262546752,7
3002,9.497455601686712,-43.878762415933,6
2602,-42.13521882257069,-30.673730597624687,4
2698,-35.830461306761016,32.458142194134666,5
4254,7.660509633392591,43.167950193185334,3
2967,-1.527876602282505,42.775583667433814,9
1306,-2.880422289398404,44.41369731442361,9
795,-24.205134863375182,-42.89015570585478,4
323,-29.237978021100886,-39.52354991623184,4
1707,12.583001216043101,38.27737126597388,3
1718,55.13282963184934,-21.114245256361674,0
1616,4.909166344012364,3.941852712834883,8
4634,-34.48024969828987,30.731942078558614,5
