original_index,TSNE_1,TSNE_2,label
0,27.237225489739618,-75.9540842904467,0
1,8.559564180276675,-74.16259453999953,0
2,14.928739903214536,80.29726949928622,7
3,34.20221313352259,27.366031218190873,4
4,-43.8421508649977,-64.76766640637493,6
5,-73.11016426404689,-3.9411479879525095,2
6,25.678222909858988,22.400118848384245,5
7,51.968750372125434,-18.8435913401701,5
8,29.84262741490148,-69.17906542852366,0
9,-13.929200257951829,2.748026809821268,8
10,15.865411159650067,64.66256634184508,7
11,3.344069863004309,42.91562945286713,1
12,32.8455229096446,27.91702520009394,9
13,52.87779534996676,-19.15645294512029,5
14,-14.11153817927988,-27.870202619980805,3
15,29.00912247870625,-76.40674396660476,0
16,34.97108145758295,27.54315842338076,4
17,11.161029171863767,72.44662313273935,7
18,-10.33801191406174,1.9669967199816343,8
19,37.87660976989829,24.73150015246863,4
20,26.569388179394835,70.346578405733,7
21,-10.334506029205874,1.770011385520347,8
22,47.53227030373087,-28.704488756483403,5
23,28.85598117359519,22.46518196562275,9
24,-57.67657665320411,46.09762651675976,1
25,-76.91844579709293,-0.7947884542000777,2
26,15.699690746868558,-74.26614220065859,0
27,-47.38335435738549,-59.28873127777611,6
28,6.005471893742065,41.29368803511069,1
29,-10.440326774254169,0.9368320173871282,8
30,7.328468702036366,78.20424170319602,7
31,14.288420383204047,-81.04721940882871,0
32,19.803264231195342,63.671463358345356,7
33,-56.14284278994219,-65.27549940302184,6
34,36.66822930000458,23.95328235972207,9
35,7.08102123250478,37.21227114417686,1
36,31.455569970481424,37.69279089732173,9
37,-1.1154876484571234,-40.741338318094854,3
38,31.79217182480669,26.417871901008294,9
39,32.15456345231493,24.57903742809107,4
40,14.489960289416926,-9.925410287589768,9
41,-70.41367831990073,-3.799407643396617,2
42,-57.76512519901669,48.16796520546054,1
43,30.926026474801848,25.91739824165545,9
44,34.275126907457576,23.237790393293153,9
45,-47.41510821051671,-65.20297583232338,6
46,38.64560144698707,25.81789142154201,4
47,10.105830469245936,-17.81340785719569,3
48,-73.01569579706111,15.389845559118227,2
49,-11.034933424677055,0.11819266604205199,8
50,-71.9292366945181,9.071279774860136,2
51,27.028908722090367,63.62025246217768,7
